timestamp,plant_id,feature_1,shap_1,feature_2,shap_2,feature_3,shap_3
2025-11-01 03:00:00,SOLAR_1,generation_lag_1h,-20.234658354890318,wind_speed_ms,-13.713385164901167,generation_lag_24h,-13.6964179034144
2025-11-01 03:00:00,SOLAR_2,generation_lag_1h,-29.635091892319586,generation_lag_24h,-17.34593486228146,capacity_mw,-10.845190520181552
2025-11-01 03:00:00,SOLAR_3,generation_lag_1h,-20.364930703375293,generation_lag_24h,-13.858442929734005,wind_speed_ms,-13.750452651912946
2025-11-01 03:00:00,SOLAR_4,generation_lag_1h,-30.23728428755861,generation_lag_24h,-17.794571376935657,capacity_mw,-9.731259494145378
2025-11-01 03:00:00,SOLAR_5,generation_lag_1h,-19.77752038103538,wind_speed_ms,-13.600495418794202,generation_lag_24h,-12.638000009374684
2025-11-01 03:00:00,WIND_1,wind_speed_ms,-16.93858667190153,generation_lag_1h,-14.901781497208404,capacity_mw,4.876736267937052
2025-11-01 03:00:00,WIND_2,wind_speed_ms,-29.055610566629703,capacity_mw,23.083555898405873,generation_lag_1h,-4.556654549768445
2025-11-01 03:00:00,WIND_3,wind_speed_ms,-32.11087133055008,capacity_mw,22.36827118939092,generation_lag_24h,-8.488002828989252
2025-11-01 04:00:00,SOLAR_1,generation_lag_1h,-20.28910475978393,generation_lag_24h,-13.535433653724363,wind_speed_ms,-13.230779489750136
2025-11-01 04:00:00,SOLAR_2,generation_lag_1h,-29.5779366916222,generation_lag_24h,-17.69307675979693,capacity_mw,-10.845862851545904
2025-11-01 04:00:00,SOLAR_3,generation_lag_1h,-20.418475877262313,generation_lag_24h,-13.688606987997122,wind_speed_ms,-13.273667895954206
2025-11-01 04:00:00,SOLAR_4,generation_lag_1h,-30.179392504674837,generation_lag_24h,-18.025887819925106,capacity_mw,-9.771266482192784
2025-11-01 04:00:00,SOLAR_5,generation_lag_1h,-19.829697164740846,wind_speed_ms,-13.11335943486235,generation_lag_24h,-12.561776911930739
2025-11-01 04:00:00,WIND_1,wind_speed_ms,-34.00624797318715,generation_lag_1h,-6.516282890743339,generation_lag_24h,-4.768231567746575
2025-11-01 04:00:00,WIND_2,wind_speed_ms,-57.25864620387324,capacity_mw,14.0289746374351,generation_lag_1h,6.905486772122196
2025-11-01 04:00:00,WIND_3,wind_speed_ms,-56.97676035657525,capacity_mw,14.68780979619053,generation_lag_1h,7.326063296187803
2025-11-01 05:00:00,SOLAR_1,generation_lag_1h,-21.00011916118616,generation_lag_24h,-13.658870083052722,wind_speed_ms,-12.178340684078998
2025-11-01 05:00:00,SOLAR_2,generation_lag_1h,-28.90997615841333,generation_lag_24h,-16.348355937526293,capacity_mw,-10.449036817490201
2025-11-01 05:00:00,SOLAR_3,generation_lag_1h,-21.147642092924496,generation_lag_24h,-13.827626127506031,wind_speed_ms,-12.212787389827536
2025-11-01 05:00:00,SOLAR_4,generation_lag_1h,-29.513424264272192,generation_lag_24h,-16.75845326958231,capacity_mw,-9.367456711456038
2025-11-01 05:00:00,SOLAR_5,generation_lag_1h,-20.537049067541243,generation_lag_24h,-12.68361364179573,wind_speed_ms,-12.06976607881852
2025-11-01 05:00:00,WIND_1,wind_speed_ms,-27.851319510108414,generation_lag_1h,-21.027227956514867,generation_lag_24h,8.49846355589371
2025-11-01 05:00:00,WIND_2,wind_speed_ms,-38.638780037138154,generation_lag_1h,-20.818287810207607,capacity_mw,14.330973966845729
2025-11-01 05:00:00,WIND_3,wind_speed_ms,-38.34536575095403,generation_lag_1h,-21.07930745711864,capacity_mw,14.301351479687836
2025-11-01 06:00:00,SOLAR_1,generation_lag_1h,-20.87849675334108,wind_speed_ms,-13.273026702571507,generation_lag_24h,-10.772018213998791
2025-11-01 06:00:00,SOLAR_2,generation_lag_1h,-27.69507067738829,generation_lag_24h,-12.615648654444154,capacity_mw,-12.242144150309791
2025-11-01 06:00:00,SOLAR_3,generation_lag_1h,-21.677067870317725,wind_speed_ms,-13.17764029992875,generation_lag_24h,-10.3485776104246
2025-11-01 06:00:00,SOLAR_4,generation_lag_1h,-28.525423778858574,generation_lag_24h,-15.707193517344894,capacity_mw,-9.886233261906964
2025-11-01 06:00:00,SOLAR_5,generation_lag_1h,-20.65456648554045,wind_speed_ms,-12.184786792839962,generation_lag_24h,-12.06675275872769
2025-11-01 06:00:00,WIND_1,wind_speed_ms,-22.99948513388212,generation_lag_1h,-21.000704755803273,generation_lag_24h,9.978753563578914
2025-11-01 06:00:00,WIND_2,wind_speed_ms,-38.817022491273555,capacity_mw,19.13134445692466,generation_lag_24h,14.219135816062266
2025-11-01 06:00:00,WIND_3,wind_speed_ms,-37.97532203945572,capacity_mw,18.559185017811018,generation_lag_24h,17.86746325162228
2025-11-01 07:00:00,SOLAR_1,generation_lag_1h,-21.657540087961703,wind_speed_ms,-10.378577678333071,generation_lag_24h,-6.209294259197319
2025-11-01 07:00:00,SOLAR_2,generation_lag_1h,-30.089274377097073,capacity_mw,-17.97878869661452,wind_speed_ms,10.29012213656368
2025-11-01 07:00:00,SOLAR_3,generation_lag_1h,-21.3865307701319,wind_speed_ms,-10.392299634487168,capacity_mw,-4.336983870826003
2025-11-01 07:00:00,SOLAR_4,generation_lag_1h,-30.27498148655929,capacity_mw,-16.832809456746933,wind_speed_ms,10.490780967014848
2025-11-01 07:00:00,SOLAR_5,generation_lag_1h,-21.809693288214227,wind_speed_ms,-10.076975073485382,capacity_mw,-8.188988480760903
2025-11-01 07:00:00,WIND_1,generation_lag_1h,-16.292924367200207,generation_lag_24h,8.89359577487125,capacity_mw,5.513108279669192
2025-11-01 07:00:00,WIND_2,capacity_mw,31.915600110064855,generation_lag_24h,26.38704838864188,generation_lag_1h,-8.988121808396132
2025-11-01 07:00:00,WIND_3,capacity_mw,28.240525815541872,wind_speed_ms,-16.213128991195735,generation_lag_24h,16.08250696204756
2025-11-01 08:00:00,SOLAR_1,generation_lag_1h,-18.314603994431103,wind_speed_ms,-16.15032355911807,generation_lag_24h,6.534959724727572
2025-11-01 08:00:00,SOLAR_2,generation_lag_1h,-22.295261450851115,capacity_mw,-17.17581375550913,wind_speed_ms,2.9826512361872743
2025-11-01 08:00:00,SOLAR_3,generation_lag_1h,-19.115386596973284,wind_speed_ms,-17.19508741993957,generation_lag_24h,8.845057645470844
2025-11-01 08:00:00,SOLAR_4,generation_lag_1h,-23.503542682184364,capacity_mw,-13.901156630893402,wind_speed_ms,3.781458671331033
2025-11-01 08:00:00,SOLAR_5,generation_lag_1h,-17.888507785655065,wind_speed_ms,-14.96983429850866,capacity_mw,-5.721939887185131
2025-11-01 08:00:00,WIND_1,wind_speed_ms,22.031058518191756,generation_lag_24h,11.1489135732022,capacity_mw,6.216819541738361
2025-11-01 08:00:00,WIND_2,capacity_mw,46.243007958692196,wind_speed_ms,28.546570206844223,generation_lag_24h,17.7489545474773
2025-11-01 08:00:00,WIND_3,capacity_mw,45.73759920032915,wind_speed_ms,29.250781631734245,generation_lag_24h,18.142114772578225
2025-11-01 09:00:00,SOLAR_1,wind_speed_ms,-22.40451646835584,generation_lag_24h,10.531746759657011,generation_lag_1h,6.073229000516187
2025-11-01 09:00:00,SOLAR_2,generation_lag_1h,-18.255232800090987,wind_speed_ms,-9.292716628539536,capacity_mw,-7.168121674069195
2025-11-01 09:00:00,SOLAR_3,wind_speed_ms,-22.86462840783856,generation_lag_24h,11.081164408526089,generation_lag_1h,6.5854851664294864
2025-11-01 09:00:00,SOLAR_4,generation_lag_1h,-12.247481866078042,wind_speed_ms,-11.487357409644659,generation_lag_24h,10.504116499939
2025-11-01 09:00:00,SOLAR_5,wind_speed_ms,-16.519796143938553,generation_lag_1h,-15.843081247545886,irradiation_kwm2,3.7397298699824013
2025-11-01 09:00:00,WIND_1,wind_speed_ms,-19.972088658672618,generation_lag_24h,10.318355548503236,generation_lag_1h,8.520109549623337
2025-11-01 09:00:00,WIND_2,wind_speed_ms,-44.49032344133728,generation_lag_1h,33.9097276279946,capacity_mw,17.484008533315098
2025-11-01 09:00:00,WIND_3,wind_speed_ms,-44.489886574251585,generation_lag_1h,33.967531333687695,capacity_mw,17.547153766769625
2025-11-01 10:00:00,SOLAR_1,wind_speed_ms,-18.715505927074435,generation_lag_1h,14.496455817065657,generation_lag_24h,12.296462253826542
2025-11-01 10:00:00,SOLAR_2,wind_speed_ms,-17.257869185134012,generation_lag_24h,7.2494019725576555,generation_lag_1h,6.504225008709881
2025-11-01 10:00:00,SOLAR_3,wind_speed_ms,-18.797436290399478,generation_lag_1h,14.870973326441872,generation_lag_24h,13.076421176642384
2025-11-01 10:00:00,SOLAR_4,wind_speed_ms,-17.524032177913586,generation_lag_24h,10.576027900599899,generation_lag_1h,10.05451133869035
2025-11-01 10:00:00,SOLAR_5,wind_speed_ms,-15.062323975148985,capacity_mw,-7.8807551471082204,irradiation_kwm2,6.078597395630122
2025-11-01 10:00:00,WIND_1,wind_speed_ms,-24.782352116596314,generation_lag_24h,10.677917524809509,capacity_mw,-8.318575906289446
2025-11-01 10:00:00,WIND_2,wind_speed_ms,-38.63021053966323,generation_lag_24h,16.128796209862983,capacity_mw,14.095494140961453
2025-11-01 10:00:00,WIND_3,wind_speed_ms,-38.48466952590345,generation_lag_24h,16.103387634369753,capacity_mw,14.044482291616713
2025-11-01 11:00:00,SOLAR_1,wind_speed_ms,-20.78441612086812,generation_lag_1h,20.593757065568195,irradiation_kwm2,14.599028404827461
2025-11-01 11:00:00,SOLAR_2,wind_speed_ms,-21.134291037451653,generation_lag_1h,10.97333933555311,irradiation_kwm2,9.871369550009186
2025-11-01 11:00:00,SOLAR_3,generation_lag_1h,21.972075390988252,wind_speed_ms,-21.799223471767984,irradiation_kwm2,15.549343829910464
2025-11-01 11:00:00,SOLAR_4,wind_speed_ms,-22.80674472042638,generation_lag_1h,17.11165972786756,generation_lag_24h,12.36471613542803
2025-11-01 11:00:00,SOLAR_5,wind_speed_ms,-16.812470405739255,capacity_mw,-12.843618001013846,irradiation_kwm2,7.942003489292256
2025-11-01 11:00:00,WIND_1,wind_speed_ms,-39.01051462859035,capacity_mw,-11.562232710036374,generation_lag_24h,10.08716236205565
2025-11-01 11:00:00,WIND_2,wind_speed_ms,-53.40425865263488,generation_lag_24h,13.943676081680463,generation_lag_1h,7.439516113509054
2025-11-01 11:00:00,WIND_3,wind_speed_ms,-51.76888846198964,generation_lag_24h,13.960603149275768,wind_speed_cubed,-5.649341175329507
2025-11-01 12:00:00,SOLAR_1,wind_speed_ms,-24.458500223203192,generation_lag_1h,23.487419078837796,irradiation_kwm2,17.18633299662398
2025-11-01 12:00:00,SOLAR_2,wind_speed_ms,-20.036425443265912,generation_lag_1h,12.028085244265755,irradiation_kwm2,10.34583379868917
2025-11-01 12:00:00,SOLAR_3,wind_speed_ms,-24.706104875159067,generation_lag_1h,23.980714969729302,irradiation_kwm2,18.254987969834293
2025-11-01 12:00:00,SOLAR_4,wind_speed_ms,-22.728728602115478,generation_lag_1h,17.7027341170323,irradiation_kwm2,12.307208042147362
2025-11-01 12:00:00,SOLAR_5,wind_speed_ms,-19.30737781692855,capacity_mw,-10.650489967085818,irradiation_kwm2,9.491461545311173
2025-11-01 12:00:00,WIND_1,wind_speed_ms,-27.920352385805405,generation_lag_1h,-20.08985822156272,generation_lag_24h,12.449119291614654
2025-11-01 12:00:00,WIND_2,wind_speed_ms,-41.820103305993584,generation_lag_24h,16.342198140493757,generation_lag_1h,-9.730550672454868
2025-11-01 12:00:00,WIND_3,wind_speed_ms,-41.569569900969114,generation_lag_24h,18.78407716809003,generation_lag_1h,-12.801698192219469
2025-11-01 13:00:00,SOLAR_1,wind_speed_ms,-25.33685769779181,generation_lag_1h,24.152608907645792,irradiation_kwm2,15.490298691425545
2025-11-01 13:00:00,SOLAR_2,wind_speed_ms,-16.90018914795158,irradiation_kwm2,9.14032813915409,generation_lag_1h,8.621995943650207
2025-11-01 13:00:00,SOLAR_3,wind_speed_ms,-25.598745026317683,generation_lag_1h,24.594031436944608,irradiation_kwm2,16.589085237814157
2025-11-01 13:00:00,SOLAR_4,wind_speed_ms,-19.16699833127424,generation_lag_1h,12.116278011665457,irradiation_kwm2,8.764652618112754
2025-11-01 13:00:00,SOLAR_5,wind_speed_ms,-19.193887481583896,irradiation_kwm2,9.229844169694548,capacity_mw,-6.144409349307672
2025-11-01 13:00:00,WIND_1,wind_speed_ms,-33.88653399152189,generation_lag_1h,-17.096163002986223,generation_lag_24h,11.331169613412978
2025-11-01 13:00:00,WIND_2,wind_speed_ms,-54.23545792749754,generation_lag_24h,14.241275964046322,capacity_mw,6.431818028753124
2025-11-01 13:00:00,WIND_3,wind_speed_ms,-58.032204723789945,generation_lag_24h,13.373092515913834,capacity_mw,5.704720013348662
2025-11-01 14:00:00,SOLAR_1,wind_speed_ms,-24.112436677534177,generation_lag_1h,20.51755636454723,generation_lag_24h,12.045385051984832
2025-11-01 14:00:00,SOLAR_2,capacity_mw,-14.473597919062426,irradiation_kwm2,7.872135597476263,generation_lag_1h,4.1670943568112
2025-11-01 14:00:00,SOLAR_3,wind_speed_ms,-24.083255215370173,generation_lag_1h,20.989830111521577,generation_lag_24h,12.2565575218123
2025-11-01 14:00:00,SOLAR_4,capacity_mw,-13.11886153187907,generation_lag_1h,9.279446885984317,irradiation_kwm2,6.642211408699159
2025-11-01 14:00:00,SOLAR_5,wind_speed_ms,-16.735762461384326,capacity_mw,-7.491407985655721,irradiation_kwm2,7.041890638584029
2025-11-01 14:00:00,WIND_1,wind_speed_ms,-28.446694054192232,generation_lag_1h,-19.843056742973747,generation_lag_24h,12.564265702419863
2025-11-01 14:00:00,WIND_2,wind_speed_ms,-40.52300463594924,generation_lag_1h,-19.00800486912407,generation_lag_24h,18.119312500669785
2025-11-01 14:00:00,WIND_3,wind_speed_ms,-44.680454373209884,generation_lag_24h,14.857721129108205,capacity_mw,12.128368147947674
2025-11-01 15:00:00,SOLAR_1,wind_speed_ms,-22.69658916812894,generation_lag_1h,15.108568235271134,generation_lag_24h,9.287942006540014
2025-11-01 15:00:00,SOLAR_2,capacity_mw,-21.275273124365402,wind_speed_ms,10.506188470426586,generation_lag_1h,-6.548827557037837
2025-11-01 15:00:00,SOLAR_3,wind_speed_ms,-23.82994829649509,generation_lag_1h,16.41059678324439,generation_lag_24h,9.52961134951291
2025-11-01 15:00:00,SOLAR_4,capacity_mw,-23.229325149914835,wind_speed_ms,10.615893913241358,plant_type_solar,-3.8572368104402517
2025-11-01 15:00:00,SOLAR_5,wind_speed_ms,-18.074037145051733,generation_lag_24h,-8.639583440945838,capacity_mw,-7.930532349724253
2025-11-01 15:00:00,WIND_1,generation_lag_24h,16.31055442605981,generation_lag_1h,-15.34144551377781,wind_speed_ms,-9.09113529814487
2025-11-01 15:00:00,WIND_2,wind_speed_ms,-30.19658521956641,capacity_mw,21.19273987224451,generation_lag_24h,16.74564240702583
2025-11-01 15:00:00,WIND_3,wind_speed_ms,-22.469915979240078,capacity_mw,21.793273874465193,generation_lag_24h,21.011722129427785
2025-11-01 16:00:00,SOLAR_1,wind_speed_ms,-20.832259102479917,generation_lag_1h,7.514779270426623,irradiation_kwm2,-2.3968149106707957
2025-11-01 16:00:00,SOLAR_2,capacity_mw,-25.031552210818912,wind_speed_ms,11.29766244387796,generation_lag_24h,-10.702642533376427
2025-11-01 16:00:00,SOLAR_3,wind_speed_ms,-22.698763467932277,generation_lag_1h,9.605062610349703,wind_speed_cubed,-2.323582964955096
2025-11-01 16:00:00,SOLAR_4,capacity_mw,-23.23453518056515,wind_speed_ms,11.156135116276369,generation_lag_24h,-7.445888597350277
2025-11-01 16:00:00,SOLAR_5,wind_speed_ms,-18.51217316611336,generation_lag_24h,-9.871879681962719,capacity_mw,-6.731646025449753
2025-11-01 16:00:00,WIND_1,wind_speed_ms,-17.695246253807902,generation_lag_24h,10.999203564989637,generation_lag_1h,-2.929504400736142
2025-11-01 16:00:00,WIND_2,capacity_mw,26.106166170124375,wind_speed_ms,-25.178752566274763,generation_lag_24h,17.957121201353004
2025-11-01 16:00:00,WIND_3,capacity_mw,26.501868457564917,wind_speed_ms,-25.98091630461979,generation_lag_24h,17.807136873395677
2025-11-01 17:00:00,SOLAR_1,wind_speed_ms,-21.936517226467267,generation_lag_24h,-10.511984542719656,irradiation_kwm2,-6.597845851566754
2025-11-01 17:00:00,SOLAR_2,wind_speed_ms,-17.583372250995,generation_lag_1h,-14.891038113052897,generation_lag_24h,-6.241539387779552
2025-11-01 17:00:00,SOLAR_3,wind_speed_ms,-22.169196560456715,generation_lag_24h,-9.091537636522634,irradiation_kwm2,-7.103546850500296
2025-11-01 17:00:00,SOLAR_4,wind_speed_ms,-20.293609784515766,generation_lag_24h,-12.643101701112737,irradiation_kwm2,-6.130686010655869
2025-11-01 17:00:00,SOLAR_5,wind_speed_ms,-17.21435704918779,generation_lag_1h,-15.529601595979665,generation_lag_24h,-7.09235143749223
2025-11-01 17:00:00,WIND_1,generation_lag_24h,10.248242711634562,wind_speed_ms,5.016939264460715,capacity_mw,4.136372249805653
2025-11-01 17:00:00,WIND_2,capacity_mw,38.44615225901419,generation_lag_24h,17.816231505935722,generation_lag_1h,14.313841093328794
2025-11-01 17:00:00,WIND_3,capacity_mw,39.15220424589967,generation_lag_24h,17.663992467134804,generation_lag_1h,14.437771310109472
2025-11-01 18:00:00,SOLAR_1,wind_speed_ms,-16.457651341125214,generation_lag_1h,-15.97096061435753,generation_lag_24h,-10.59329516406169
2025-11-01 18:00:00,SOLAR_2,generation_lag_1h,-19.57747979335174,wind_speed_ms,-13.18669733185512,generation_lag_24h,-10.454843376519852
2025-11-01 18:00:00,SOLAR_3,wind_speed_ms,-17.006311088528452,generation_lag_1h,-16.41903636046036,generation_lag_24h,-8.46879069729352
2025-11-01 18:00:00,SOLAR_4,generation_lag_1h,-16.462794973611373,wind_speed_ms,-13.611979016925737,generation_lag_24h,-10.891090420239108
2025-11-01 18:00:00,SOLAR_5,generation_lag_1h,-19.17087889049413,wind_speed_ms,-15.669215257230759,generation_lag_24h,-10.055417444307835
2025-11-01 18:00:00,WIND_1,generation_lag_1h,12.589709876708984,wind_speed_ms,9.675010575177016,generation_lag_24h,9.304905895220955
2025-11-01 18:00:00,WIND_2,capacity_mw,37.455082211893796,generation_lag_1h,26.083322236149662,generation_lag_24h,15.335424622593118
2025-11-01 18:00:00,WIND_3,capacity_mw,37.519745239196524,generation_lag_1h,26.09193159608702,generation_lag_24h,15.275915254062298
2025-11-01 19:00:00,SOLAR_1,generation_lag_1h,-19.45242764172254,wind_speed_ms,-14.833700753114785,generation_lag_24h,-13.484198969627398
2025-11-01 19:00:00,SOLAR_2,generation_lag_1h,-19.719999862794296,generation_lag_24h,-13.283543030402454,wind_speed_ms,-12.749359107917366
2025-11-01 19:00:00,SOLAR_3,generation_lag_1h,-19.573740404432368,wind_speed_ms,-14.858170254176663,generation_lag_24h,-13.636686152027504
2025-11-01 19:00:00,SOLAR_4,generation_lag_1h,-19.886553830055494,generation_lag_24h,-13.564602020054892,wind_speed_ms,-12.786676886566584
2025-11-01 19:00:00,SOLAR_5,generation_lag_1h,-19.223500220195103,wind_speed_ms,-14.71000483624608,generation_lag_24h,-12.672482570042202
2025-11-01 19:00:00,WIND_1,wind_speed_ms,12.485397077044366,generation_lag_1h,11.294417520070656,generation_lag_24h,9.781069806411686
2025-11-01 19:00:00,WIND_2,generation_lag_1h,38.41615723600528,capacity_mw,34.725796060031655,generation_lag_24h,17.770409528539368
2025-11-01 19:00:00,WIND_3,capacity_mw,37.712748629322626,generation_lag_1h,28.692462489270127,generation_lag_24h,16.865581293323313
2025-11-01 20:00:00,SOLAR_1,generation_lag_1h,-19.45022996232248,wind_speed_ms,-14.718136740142828,generation_lag_24h,-13.648430700243466
2025-11-01 20:00:00,SOLAR_2,generation_lag_1h,-20.022772441448435,generation_lag_24h,-12.847334900726738,wind_speed_ms,-11.979429787515727
2025-11-01 20:00:00,SOLAR_3,generation_lag_1h,-19.572556892325156,wind_speed_ms,-14.738171219083107,generation_lag_24h,-13.800881355497618
2025-11-01 20:00:00,SOLAR_4,generation_lag_1h,-20.178582512177893,generation_lag_24h,-13.202297962860593,wind_speed_ms,-12.03996118411925
2025-11-01 20:00:00,SOLAR_5,generation_lag_1h,-19.22635069207072,wind_speed_ms,-14.616722345706291,generation_lag_24h,-12.819243536076783
2025-11-01 20:00:00,WIND_1,generation_lag_1h,15.240823982627372,wind_speed_ms,4.507885407349639,generation_lag_24h,4.054524688045616
2025-11-01 20:00:00,WIND_2,generation_lag_1h,48.593100338612075,capacity_mw,27.42180444155453,generation_lag_24h,10.699407871842947
2025-11-01 20:00:00,WIND_3,generation_lag_1h,49.28867874584786,capacity_mw,27.795156669384607,generation_lag_24h,10.166108741929683
2025-11-01 21:00:00,SOLAR_1,generation_lag_1h,-19.45310274786282,wind_speed_ms,-14.854028579931912,generation_lag_24h,-13.421173223613858
2025-11-01 21:00:00,SOLAR_2,generation_lag_1h,-27.594512643290816,generation_lag_24h,-16.995755216444724,capacity_mw,-10.465941915772401
2025-11-01 21:00:00,SOLAR_3,generation_lag_1h,-19.58753981440875,wind_speed_ms,-14.87716757260538,generation_lag_24h,-13.56124399983895
2025-11-01 21:00:00,SOLAR_4,generation_lag_1h,-27.767277122360063,generation_lag_24h,-17.33335983584824,capacity_mw,-9.598743456671782
2025-11-01 21:00:00,SOLAR_5,generation_lag_1h,-19.21379556432396,wind_speed_ms,-14.730402750583911,generation_lag_24h,-12.587357911730205
2025-11-01 21:00:00,WIND_1,wind_speed_ms,-16.77868190677622,generation_lag_1h,10.738843978929742,irradiation_kwm2,-2.767032913368347
2025-11-01 21:00:00,WIND_2,wind_speed_ms,-35.81597289027407,capacity_mw,24.519679674450007,generation_lag_1h,24.060596644578972
2025-11-01 21:00:00,WIND_3,wind_speed_ms,-34.96647504284103,capacity_mw,24.708427432430017,generation_lag_1h,24.066318479515857
2025-11-01 22:00:00,SOLAR_1,generation_lag_1h,-19.443759255835776,wind_speed_ms,-14.854985939035796,generation_lag_24h,-13.405390814487603
2025-11-01 22:00:00,SOLAR_2,generation_lag_1h,-28.316077724712944,generation_lag_24h,-17.391392819107175,capacity_mw,-10.581446610440436
2025-11-01 22:00:00,SOLAR_3,generation_lag_1h,-19.577920652392727,wind_speed_ms,-14.87812136334927,generation_lag_24h,-13.54551675440782
2025-11-01 22:00:00,SOLAR_4,generation_lag_1h,-28.491776456759826,generation_lag_24h,-17.75011165149284,capacity_mw,-9.700281260501072
2025-11-01 22:00:00,SOLAR_5,generation_lag_1h,-19.20718320142442,wind_speed_ms,-14.731956317573738,generation_lag_24h,-12.572320946458396
2025-11-01 22:00:00,WIND_1,wind_speed_ms,-29.563126875236925,generation_lag_24h,-7.544717997527219,generation_lag_1h,7.039306678751619
2025-11-01 22:00:00,WIND_2,wind_speed_ms,-44.19370141485133,capacity_mw,20.95259949424642,generation_lag_1h,17.202985794277758
2025-11-01 22:00:00,WIND_3,wind_speed_ms,-45.20273423460272,capacity_mw,20.931418854055376,generation_lag_1h,18.16878020077801
2025-11-01 23:00:00,SOLAR_1,generation_lag_1h,-19.500747845957058,wind_speed_ms,-13.876249257598165,generation_lag_24h,-13.210560261412793
2025-11-01 23:00:00,SOLAR_2,generation_lag_1h,-25.2035293547375,generation_lag_24h,-16.033814597749643,capacity_mw,-8.615806095989957
2025-11-01 23:00:00,SOLAR_3,generation_lag_1h,-19.616906310753635,wind_speed_ms,-13.912847944946446,generation_lag_24h,-13.381428908696282
2025-11-01 23:00:00,SOLAR_4,generation_lag_1h,-25.382317970670883,generation_lag_24h,-16.387020765370472,capacity_mw,-7.774166868426916
2025-11-01 23:00:00,SOLAR_5,generation_lag_1h,-19.266606252407346,wind_speed_ms,-13.765564393383805,generation_lag_24h,-12.285473597381351
2025-11-01 23:00:00,WIND_1,generation_lag_1h,-13.756643741517456,wind_speed_ms,-12.474389499810162,capacity_mw,8.89210635423383
2025-11-01 23:00:00,WIND_2,wind_speed_ms,-31.870288554988615,capacity_mw,24.3337894382702,generation_lag_1h,4.014780335680112
2025-11-01 23:00:00,WIND_3,wind_speed_ms,-28.81724454011581,capacity_mw,26.158630771231525,generation_lag_24h,-4.531603924925935
